City,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Rating color,Rating text
Faridabad,1900,Indian Rupees(Rs.),Yes,No,No,No,3,Orange,Average
New Delhi,100,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
Noida,100,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
New Delhi,250,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
New Delhi,600,Indian Rupees(Rs.),No,No,No,No,2,Orange,Average
Noida,450,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
Ojo Caliente,40,Dollar($),No,No,No,No,3,Yellow,Good
Tampa Bay,10,Dollar($),No,No,No,No,1,Dark Green,Excellent
Gurgaon,3000,Indian Rupees(Rs.),Yes,No,No,No,4,Orange,Average
New Delhi,400,Indian Rupees(Rs.),No,No,No,No,1,Yellow,Good
New Delhi,500,Indian Rupees(Rs.),Yes,No,No,No,2,White,Not rated
New Delhi,350,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
New Delhi,400,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
New Delhi,950,Indian Rupees(Rs.),Yes,Yes,No,No,2,Orange,Average
New Delhi,450,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
New Delhi,550,Indian Rupees(Rs.),No,No,No,No,2,Orange,Average
S��o Paulo,120,Brazilian Real(R$),No,No,No,No,4,Green,Very Good
Gurgaon,200,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
New Delhi,500,Indian Rupees(Rs.),No,No,No,No,2,Orange,Average
New Delhi,3000,Indian Rupees(Rs.),Yes,No,No,No,4,Orange,Average
New Delhi,250,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
Gurgaon,150,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
Noida,200,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
Coimbatore,450,Indian Rupees(Rs.),No,No,No,No,2,Yellow,Good
New Delhi,100,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
New Delhi,100,Indian Rupees(Rs.),No,No,No,No,1,Yellow,Good
Gurgaon,1500,Indian Rupees(Rs.),Yes,No,No,No,3,Orange,Average
New Delhi,450,Indian Rupees(Rs.),No,No,No,No,1,Yellow,Good
New Delhi,500,Indian Rupees(Rs.),No,No,No,No,2,Yellow,Good
New Delhi,1400,Indian Rupees(Rs.),Yes,Yes,No,No,3,Dark Green,Excellent
New Delhi,700,Indian Rupees(Rs.),No,Yes,No,No,2,Orange,Average
New Delhi,100,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
New Delhi,1300,Indian Rupees(Rs.),Yes,No,No,No,3,Green,Very Good
Augusta,25,Dollar($),No,No,No,No,2,Green,Very Good
New Delhi,800,Indian Rupees(Rs.),Yes,Yes,No,No,2,Yellow,Good
Gurgaon,600,Indian Rupees(Rs.),No,No,No,No,2,Orange,Average
New Delhi,1500,Indian Rupees(Rs.),No,No,No,No,3,Green,Very Good
New Delhi,850,Indian Rupees(Rs.),No,Yes,No,No,2,Green,Very Good
New Delhi,1500,Indian Rupees(Rs.),Yes,No,No,No,3,Green,Very Good
New Delhi,400,Indian Rupees(Rs.),No,Yes,No,No,1,Orange,Average
New Delhi,1000,Indian Rupees(Rs.),No,No,No,No,3,Green,Very Good
Gurgaon,550,Indian Rupees(Rs.),No,Yes,No,No,2,Yellow,Good
New Delhi,250,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
New Delhi,500,Indian Rupees(Rs.),No,No,No,No,2,Orange,Average
Surat,650,Indian Rupees(Rs.),No,No,No,No,2,Green,Very Good
New Delhi,500,Indian Rupees(Rs.),No,No,No,No,2,Orange,Average
Lucknow,1000,Indian Rupees(Rs.),No,No,No,No,3,Yellow,Good
New Delhi,450,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
New Delhi,150,Indian Rupees(Rs.),No,No,No,No,1,Yellow,Good
New Delhi,150,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
New Delhi,200,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
New Delhi,200,Indian Rupees(Rs.),No,No,No,No,1,Yellow,Good
Vadodara,1500,Indian Rupees(Rs.),No,No,No,No,4,Green,Very Good
New Delhi,600,Indian Rupees(Rs.),No,No,No,No,2,Orange,Average
New Delhi,300,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
Colombo,2000,Sri Lankan Rupee(LKR),No,No,No,No,3,Yellow,Good
Noida,250,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
Noida,600,Indian Rupees(Rs.),No,Yes,No,No,2,Orange,Average
Noida,400,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
New Delhi,550,Indian Rupees(Rs.),No,No,No,No,2,Yellow,Good
Gurgaon,2500,Indian Rupees(Rs.),Yes,No,No,No,4,Orange,Average
Aurangabad,350,Indian Rupees(Rs.),No,No,No,No,2,Orange,Average
Noida,450,Indian Rupees(Rs.),No,Yes,No,No,1,Orange,Average
New Delhi,1100,Indian Rupees(Rs.),Yes,Yes,No,No,3,Yellow,Good
New Delhi,500,Indian Rupees(Rs.),No,No,No,No,2,Yellow,Good
Noida,700,Indian Rupees(Rs.),No,No,No,No,2,Red,Poor
Noida,800,Indian Rupees(Rs.),No,No,No,No,2,Yellow,Good
New Delhi,4500,Indian Rupees(Rs.),Yes,No,No,No,4,Green,Very Good
Noida,400,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
Kanpur,1400,Indian Rupees(Rs.),No,No,No,No,3,Green,Very Good
New Delhi,1350,Indian Rupees(Rs.),Yes,No,No,No,3,Orange,Average
New Delhi,350,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
New Delhi,500,Indian Rupees(Rs.),No,No,No,No,2,White,Not rated
New Delhi,400,Indian Rupees(Rs.),No,Yes,No,No,1,Red,Poor
New Delhi,650,Indian Rupees(Rs.),No,No,No,No,2,Orange,Average
New Delhi,100,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
New Delhi,2100,Indian Rupees(Rs.),Yes,Yes,No,No,4,Green,Very Good
New Delhi,450,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
New Delhi,1800,Indian Rupees(Rs.),Yes,Yes,No,No,3,Orange,Average
New Delhi,300,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
New Delhi,50,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
Ghaziabad,400,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
Gurgaon,600,Indian Rupees(Rs.),No,Yes,No,No,2,Yellow,Good
New Delhi,700,Indian Rupees(Rs.),No,No,No,No,2,Orange,Average
New Delhi,550,Indian Rupees(Rs.),No,No,No,No,2,Orange,Average
New Delhi,100,Indian Rupees(Rs.),No,No,No,No,1,Yellow,Good
New Delhi,550,Indian Rupees(Rs.),No,No,No,No,2,Orange,Average
New Delhi,200,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
Noida,500,Indian Rupees(Rs.),No,Yes,No,No,2,Green,Very Good
New Delhi,600,Indian Rupees(Rs.),No,Yes,No,No,2,White,Not rated
Noida,400,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
New Delhi,150,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
New Delhi,300,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
Gurgaon,500,Indian Rupees(Rs.),No,Yes,No,No,2,Orange,Average
Cedar Rapids/Iowa City,10,Dollar($),No,No,No,No,1,Green,Very Good
New Delhi,150,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
New Delhi,400,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
New Delhi,100,Indian Rupees(Rs.),No,Yes,No,No,1,Orange,Average
Bras�_lia,230,Brazilian Real(R$),No,No,No,No,4,Dark Green,Excellent
New Delhi,450,Indian Rupees(Rs.),No,Yes,No,No,1,Orange,Average
New Delhi,100,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
Noida,1000,Indian Rupees(Rs.),Yes,No,No,No,3,Yellow,Good
New Delhi,600,Indian Rupees(Rs.),No,Yes,No,No,2,Orange,Average
New Delhi,450,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
London,20,Pounds(��),No,No,No,No,2,Dark Green,Excellent
New Delhi,150,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
New Delhi,1000,Indian Rupees(Rs.),Yes,Yes,No,No,3,Orange,Average
New Delhi,1800,Indian Rupees(Rs.),Yes,Yes,No,No,3,Yellow,Good
Gurgaon,900,Indian Rupees(Rs.),Yes,No,No,No,2,Orange,Average
New Delhi,350,Indian Rupees(Rs.),No,No,No,No,1,Yellow,Good
New Delhi,100,Indian Rupees(Rs.),No,Yes,No,No,1,Yellow,Good
New Delhi,250,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
New Delhi,500,Indian Rupees(Rs.),No,No,No,No,2,Orange,Average
Noida,700,Indian Rupees(Rs.),No,No,No,No,2,Red,Poor
New Delhi,500,Indian Rupees(Rs.),No,No,No,No,2,Orange,Average
Noida,650,Indian Rupees(Rs.),No,No,No,No,2,Orange,Average
New Delhi,2400,Indian Rupees(Rs.),No,No,No,No,4,Yellow,Good
New Delhi,550,Indian Rupees(Rs.),No,No,No,No,2,Orange,Average
New Delhi,900,Indian Rupees(Rs.),No,Yes,No,No,2,Red,Poor
Coimbatore,700,Indian Rupees(Rs.),No,Yes,No,No,2,Yellow,Good
New Delhi,600,Indian Rupees(Rs.),No,No,No,No,2,Orange,Average
New Delhi,1300,Indian Rupees(Rs.),Yes,Yes,No,No,3,Yellow,Good
New Delhi,2200,Indian Rupees(Rs.),No,No,No,No,4,Green,Very Good
Valdosta,70,Dollar($),No,No,No,No,4,Yellow,Good
Singapore,50,Dollar($),No,No,No,No,3,Yellow,Good
New Delhi,100,Indian Rupees(Rs.),No,No,No,No,1,Yellow,Good
New Delhi,400,Indian Rupees(Rs.),No,No,No,No,1,Yellow,Good
Noida,300,Indian Rupees(Rs.),No,No,No,No,1,Yellow,Good
S��o Paulo,100,Brazilian Real(R$),No,No,No,No,4,Green,Very Good
New Delhi,2500,Indian Rupees(Rs.),Yes,No,No,No,4,Orange,Average
New Delhi,900,Indian Rupees(Rs.),Yes,Yes,No,No,2,Green,Very Good
Noida,350,Indian Rupees(Rs.),No,Yes,No,No,1,Yellow,Good
New Delhi,400,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
New Delhi,400,Indian Rupees(Rs.),No,Yes,No,No,1,Orange,Average
New Delhi,1100,Indian Rupees(Rs.),Yes,No,No,No,3,Yellow,Good
Orlando,40,Dollar($),No,No,No,No,3,Dark Green,Excellent
Noida,300,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
New Delhi,600,Indian Rupees(Rs.),No,Yes,No,No,2,Orange,Average
Noida,650,Indian Rupees(Rs.),No,Yes,No,No,2,Orange,Average
New Delhi,750,Indian Rupees(Rs.),No,No,No,No,2,Orange,Average
New Delhi,400,Indian Rupees(Rs.),No,Yes,No,No,1,Yellow,Good
Vizag,300,Indian Rupees(Rs.),No,No,No,No,1,Green,Very Good
Noida,400,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
New Delhi,200,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
Singapore,95,Dollar($),No,No,No,No,4,Orange,Average
New Delhi,700,Indian Rupees(Rs.),No,Yes,No,No,2,Red,Poor
New Delhi,500,Indian Rupees(Rs.),No,No,No,No,2,White,Not rated
New Delhi,1000,Indian Rupees(Rs.),Yes,No,No,No,3,Orange,Average
New Delhi,550,Indian Rupees(Rs.),No,No,No,No,2,Orange,Average
Faridabad,150,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
New Delhi,200,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
Noida,200,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
New Delhi,2500,Indian Rupees(Rs.),No,No,No,No,4,Yellow,Good
New Delhi,400,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
New Delhi,200,Indian Rupees(Rs.),No,No,No,No,1,Green,Very Good
Noida,600,Indian Rupees(Rs.),No,Yes,No,No,2,White,Not rated
New Delhi,500,Indian Rupees(Rs.),No,Yes,No,No,2,Yellow,Good
New Delhi,150,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
New Delhi,200,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
Faridabad,500,Indian Rupees(Rs.),No,No,No,No,2,Orange,Average
New Delhi,200,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
Varanasi,0,Indian Rupees(Rs.),No,No,No,No,1,Yellow,Good
New Delhi,150,Indian Rupees(Rs.),No,Yes,No,No,1,Dark Green,Excellent
New Delhi,200,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
New Delhi,500,Indian Rupees(Rs.),No,Yes,No,No,2,Red,Poor
New Delhi,600,Indian Rupees(Rs.),No,No,No,No,2,White,Not rated
New Delhi,300,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
New Delhi,100,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
S��o Paulo,230,Brazilian Real(R$),No,No,No,No,4,Yellow,Good
Noida,650,Indian Rupees(Rs.),No,Yes,No,No,2,Orange,Average
New Delhi,600,Indian Rupees(Rs.),No,No,No,No,2,White,Not rated
New Delhi,1100,Indian Rupees(Rs.),No,No,No,No,3,Orange,Average
New Delhi,150,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
Noida,400,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
New Delhi,250,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
New Delhi,500,Indian Rupees(Rs.),No,Yes,No,No,2,Orange,Average
New Delhi,350,Indian Rupees(Rs.),No,No,No,No,1,Yellow,Good
Athens,40,Dollar($),No,No,No,No,3,Green,Very Good
Gurgaon,600,Indian Rupees(Rs.),No,Yes,No,No,2,Orange,Average
Cape Town,150,Rand(R),No,No,No,No,2,Green,Very Good
New Delhi,500,Indian Rupees(Rs.),No,No,No,No,2,White,Not rated
Gurgaon,200,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
Gurgaon,300,Indian Rupees(Rs.),No,Yes,No,No,1,Yellow,Good
Noida,500,Indian Rupees(Rs.),No,No,No,No,2,White,Not rated
Gurgaon,1000,Indian Rupees(Rs.),Yes,Yes,No,No,3,Orange,Average
New Delhi,150,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
New Delhi,1100,Indian Rupees(Rs.),No,Yes,No,No,3,Yellow,Good
New Delhi,500,Indian Rupees(Rs.),No,No,No,No,2,White,Not rated
New Delhi,900,Indian Rupees(Rs.),No,Yes,No,No,2,Green,Very Good
New Delhi,300,Indian Rupees(Rs.),No,No,No,No,1,Yellow,Good
Gurgaon,500,Indian Rupees(Rs.),No,No,No,No,2,White,Not rated
Cedar Rapids/Iowa City,25,Dollar($),No,No,No,No,2,Yellow,Good
Gurgaon,450,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
Gurgaon,550,Indian Rupees(Rs.),No,No,No,No,2,Orange,Average
Gurgaon,150,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
New Delhi,400,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
New Delhi,300,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
Albany,0,Dollar($),No,No,No,No,1,Orange,Average
New Delhi,1500,Indian Rupees(Rs.),Yes,No,No,No,3,White,Not rated
Noida,500,Indian Rupees(Rs.),No,No,No,No,2,White,Not rated
New Delhi,600,Indian Rupees(Rs.),No,Yes,No,No,2,Yellow,Good
New Delhi,500,Indian Rupees(Rs.),No,No,No,No,2,Orange,Average
Hyderabad,1500,Indian Rupees(Rs.),No,No,No,No,3,Dark Green,Excellent
New Delhi,350,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
Faridabad,500,Indian Rupees(Rs.),Yes,No,No,No,2,Orange,Average
Gurgaon,650,Indian Rupees(Rs.),No,Yes,No,No,2,Green,Very Good
New Delhi,200,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
Noida,600,Indian Rupees(Rs.),No,Yes,No,No,2,Orange,Average
Gurgaon,800,Indian Rupees(Rs.),No,No,No,No,2,Red,Poor
Noida,650,Indian Rupees(Rs.),No,No,No,No,2,Orange,Average
Gurgaon,300,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
Faridabad,200,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
New Delhi,500,Indian Rupees(Rs.),No,Yes,No,No,2,Orange,Average
New Delhi,400,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
New Delhi,2400,Indian Rupees(Rs.),Yes,No,No,No,4,Orange,Average
New Delhi,2200,Indian Rupees(Rs.),Yes,No,No,No,4,Orange,Average
Gurgaon,600,Indian Rupees(Rs.),No,No,No,No,2,White,Not rated
Wellington City,110,NewZealand($),No,No,No,No,4,Green,Very Good
New Delhi,400,Indian Rupees(Rs.),No,Yes,No,No,1,Green,Very Good
New Delhi,700,Indian Rupees(Rs.),No,No,No,No,2,Orange,Average
New Delhi,800,Indian Rupees(Rs.),Yes,No,No,No,2,Yellow,Good
Allahabad,500,Indian Rupees(Rs.),No,No,No,No,3,Orange,Average
New Delhi,2200,Indian Rupees(Rs.),Yes,No,No,No,4,Yellow,Good
New Delhi,300,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
Noida,400,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
Armidale,20,Dollar($),No,No,No,No,2,Yellow,Good
Faridabad,400,Indian Rupees(Rs.),No,No,No,No,1,Yellow,Good
New Delhi,600,Indian Rupees(Rs.),No,No,No,No,2,White,Not rated
New Delhi,1400,Indian Rupees(Rs.),Yes,No,No,No,3,Green,Very Good
New Delhi,100,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
Gurgaon,300,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
Noida,500,Indian Rupees(Rs.),No,No,No,No,2,Orange,Average
Noida,1350,Indian Rupees(Rs.),Yes,Yes,No,No,3,Yellow,Good
New Delhi,1000,Indian Rupees(Rs.),Yes,No,No,No,3,Green,Very Good
New Delhi,550,Indian Rupees(Rs.),No,Yes,No,No,2,Yellow,Good
New Delhi,300,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
New Delhi,150,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
New Delhi,150,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
New Delhi,300,Indian Rupees(Rs.),No,Yes,No,No,1,Orange,Average
New Delhi,250,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
New Delhi,750,Indian Rupees(Rs.),Yes,Yes,No,No,2,Orange,Average
New Delhi,1900,Indian Rupees(Rs.),Yes,No,No,No,3,Orange,Average
New Delhi,200,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
New Delhi,200,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
New Delhi,350,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
Valdosta,25,Dollar($),No,No,No,No,2,Yellow,Good
Gurgaon,1100,Indian Rupees(Rs.),No,No,No,No,3,Yellow,Good
New Delhi,1600,Indian Rupees(Rs.),Yes,Yes,No,No,3,Green,Very Good
Noida,600,Indian Rupees(Rs.),No,No,No,No,2,Orange,Average
New Delhi,1100,Indian Rupees(Rs.),Yes,Yes,No,No,3,Yellow,Good
Ludhiana,1500,Indian Rupees(Rs.),No,No,No,No,3,Yellow,Good
Gurgaon,1500,Indian Rupees(Rs.),No,No,No,No,3,Green,Very Good
New Delhi,850,Indian Rupees(Rs.),Yes,No,No,No,2,Orange,Average
New Delhi,2000,Indian Rupees(Rs.),Yes,Yes,No,No,4,Yellow,Good
New Delhi,550,Indian Rupees(Rs.),No,No,No,No,2,Orange,Average
Gurgaon,350,Indian Rupees(Rs.),No,Yes,No,No,1,Yellow,Good
New Delhi,350,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
New Delhi,350,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
New Delhi,500,Indian Rupees(Rs.),No,Yes,No,No,2,Orange,Average
Noida,700,Indian Rupees(Rs.),No,No,No,No,2,Orange,Average
Noida,200,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
Edinburgh,40,Pounds(��),No,No,No,No,3,Green,Very Good
Gurgaon,500,Indian Rupees(Rs.),No,Yes,No,No,2,Red,Poor
New Delhi,200,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
New Delhi,800,Indian Rupees(Rs.),Yes,Yes,No,No,2,Orange,Average
New Delhi,350,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
Faridabad,200,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
New Delhi,800,Indian Rupees(Rs.),No,Yes,No,No,2,Orange,Average
New Delhi,300,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
Des Moines,10,Dollar($),No,No,No,No,1,Green,Very Good
New Delhi,1400,Indian Rupees(Rs.),No,No,No,No,3,Green,Very Good
Noida,600,Indian Rupees(Rs.),No,Yes,No,No,2,Orange,Average
New Delhi,600,Indian Rupees(Rs.),Yes,No,No,No,2,Yellow,Good
Gurgaon,600,Indian Rupees(Rs.),No,No,No,No,2,White,Not rated
New Delhi,250,Indian Rupees(Rs.),No,Yes,No,No,1,White,Not rated
Tampa Bay,70,Dollar($),No,No,No,No,4,Yellow,Good
Gurgaon,600,Indian Rupees(Rs.),No,Yes,Yes,No,2,Orange,Average
New Delhi,450,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
New Delhi,150,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
New Delhi,350,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
New Delhi,1150,Indian Rupees(Rs.),Yes,Yes,No,No,3,Orange,Average
New Delhi,1200,Indian Rupees(Rs.),Yes,No,No,No,3,Orange,Average
Gurgaon,100,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
New Delhi,450,Indian Rupees(Rs.),No,Yes,No,No,1,Orange,Average
New Delhi,150,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
New Delhi,800,Indian Rupees(Rs.),No,Yes,No,No,2,Orange,Average
New Delhi,500,Indian Rupees(Rs.),No,Yes,Yes,No,2,Orange,Average
New Delhi,600,Indian Rupees(Rs.),No,No,No,No,2,Orange,Average
New Delhi,500,Indian Rupees(Rs.),No,No,No,No,2,White,Not rated
Faridabad,300,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
London,80,Pounds(��),Yes,No,No,No,4,Dark Green,Excellent
New Delhi,700,Indian Rupees(Rs.),No,Yes,No,No,2,Orange,Average
Gurgaon,600,Indian Rupees(Rs.),No,No,No,No,2,White,Not rated
Waterloo,25,Dollar($),No,No,No,No,2,Yellow,Good
Bangalore,1400,Indian Rupees(Rs.),No,No,No,No,3,Yellow,Good
New Delhi,250,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
New Delhi,400,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
Gurgaon,500,Indian Rupees(Rs.),Yes,No,No,No,2,Yellow,Good
New Delhi,450,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
Noida,550,Indian Rupees(Rs.),No,Yes,No,No,2,Yellow,Good
New Delhi,300,Indian Rupees(Rs.),No,Yes,No,No,1,Orange,Average
New Delhi,700,Indian Rupees(Rs.),No,No,No,No,2,Orange,Average
New Delhi,600,Indian Rupees(Rs.),No,Yes,No,No,2,Yellow,Good
New Delhi,450,Indian Rupees(Rs.),No,Yes,No,No,1,Yellow,Good
New Delhi,600,Indian Rupees(Rs.),No,Yes,No,No,2,Orange,Average
New Delhi,300,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
Noida,300,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
Ludhiana,800,Indian Rupees(Rs.),No,No,No,No,2,Dark Green,Excellent
Amritsar,400,Indian Rupees(Rs.),No,No,No,No,2,Yellow,Good
Noida,600,Indian Rupees(Rs.),No,Yes,No,No,2,Orange,Average
Faridabad,300,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
Gurgaon,150,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
S��o Paulo,100,Brazilian Real(R$),No,No,No,No,4,Green,Very Good
New Delhi,50,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
New Delhi,300,Indian Rupees(Rs.),No,Yes,No,No,1,Green,Very Good
Sandton,250,Rand(R),No,No,No,No,3,Green,Very Good
Noida,300,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
New Delhi,1000,Indian Rupees(Rs.),No,Yes,No,No,3,Red,Poor
New Delhi,150,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
New Delhi,800,Indian Rupees(Rs.),No,Yes,No,No,2,Yellow,Good
Gurgaon,1100,Indian Rupees(Rs.),No,No,No,No,3,Green,Very Good
New Delhi,50,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
Savannah,10,Dollar($),No,No,No,No,1,Green,Very Good
New Delhi,1500,Indian Rupees(Rs.),Yes,No,No,No,3,Yellow,Good
New Delhi,120,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
Noida,900,Indian Rupees(Rs.),No,Yes,No,No,2,Orange,Average
New Delhi,350,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
Gurgaon,900,Indian Rupees(Rs.),Yes,Yes,No,No,2,Orange,Average
S��o Paulo,75,Brazilian Real(R$),No,No,No,No,3,Yellow,Good
Gurgaon,100,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
Rio de Janeiro,100,Brazilian Real(R$),No,No,No,No,4,Dark Green,Excellent
Faridabad,350,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
London,30,Pounds(��),No,No,No,No,2,Green,Very Good
New Delhi,600,Indian Rupees(Rs.),No,No,No,No,2,White,Not rated
New Delhi,600,Indian Rupees(Rs.),No,Yes,No,No,2,Orange,Average
New Delhi,350,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
Gurgaon,1600,Indian Rupees(Rs.),Yes,No,No,No,3,Yellow,Good
New Delhi,500,Indian Rupees(Rs.),No,No,No,No,2,White,Not rated
Mysore,700,Indian Rupees(Rs.),No,No,No,No,2,Green,Very Good
New Delhi,250,Indian Rupees(Rs.),No,No,No,No,1,Red,Poor
Davenport,40,Dollar($),No,No,No,No,3,Dark Green,Excellent
Gurgaon,250,Indian Rupees(Rs.),No,Yes,No,No,1,White,Not rated
Bras�_lia,50,Brazilian Real(R$),No,No,No,No,2,Yellow,Good
New Delhi,400,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
Noida,500,Indian Rupees(Rs.),No,Yes,No,No,2,Yellow,Good
Gurgaon,200,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
Kolkata,1900,Indian Rupees(Rs.),No,No,No,No,3,Green,Very Good
New Delhi,250,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
New Delhi,500,Indian Rupees(Rs.),No,Yes,No,No,2,Orange,Average
New Delhi,100,Indian Rupees(Rs.),No,No,No,No,1,Yellow,Good
Nagpur,250,Indian Rupees(Rs.),No,No,No,No,1,Yellow,Good
Gurgaon,700,Indian Rupees(Rs.),No,Yes,No,No,2,Yellow,Good
New Delhi,900,Indian Rupees(Rs.),Yes,Yes,No,No,2,Green,Very Good
Rio de Janeiro,80,Brazilian Real(R$),No,No,No,No,3,Green,Very Good
New Delhi,100,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
New Delhi,400,Indian Rupees(Rs.),No,Yes,No,No,1,Orange,Average
New Delhi,350,Indian Rupees(Rs.),No,Yes,No,No,1,Orange,Average
Pocatello,10,Dollar($),No,No,No,No,1,Yellow,Good
Macon,70,Dollar($),No,No,No,No,4,Green,Very Good
